2026-01-28 14:18:48 | INFO | controller | args: Namespace(host='127.0.0.1', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-01-30 10:03:09 | INFO | controller | Register done: http://127.0.0.1:10082, {'model_names': ['/scratch/msa6093/models/Qwen2.5-1.5B-Instruct'], 'speed': 1, 'queue_length': 0}
2026-01-30 10:03:09 | INFO | stdout | [32mINFO[0m:     127.0.0.1:44502 - "[1mPOST /register_worker HTTP/1.1[0m" [32m200 OK[0m
2026-01-30 10:35:27 | ERROR | stderr | usage: controller.py [-h] [--host HOST] [--port PORT]
2026-01-30 10:35:27 | ERROR | stderr |                      [--dispatch-method {lottery,shortest_queue}] [--ssl]
2026-01-30 10:35:27 | ERROR | stderr | controller.py: error: argument --port: invalid int value: 'HOST_ADDR'
2026-01-30 11:33:41 | ERROR | stderr | usage: controller.py [-h] [--host HOST] [--port PORT]
2026-01-30 11:33:41 | ERROR | stderr |                      [--dispatch-method {lottery,shortest_queue}] [--ssl]
2026-01-30 11:33:41 | ERROR | stderr | controller.py: error: argument --port: invalid int value: 'HOST_ADDR'
2026-01-30 11:37:26 | ERROR | stderr | usage: controller.py [-h] [--host HOST] [--port PORT]
2026-01-30 11:37:26 | ERROR | stderr |                      [--dispatch-method {lottery,shortest_queue}] [--ssl]
2026-01-30 11:37:26 | ERROR | stderr | controller.py: error: argument --port: invalid int value: 'HOST_ADDR'
2026-01-30 12:04:34 | ERROR | stderr | usage: controller.py [-h] [--host HOST] [--port PORT]
2026-01-30 12:04:34 | ERROR | stderr |                      [--dispatch-method {lottery,shortest_queue}] [--ssl]
2026-01-30 12:04:34 | ERROR | stderr | controller.py: error: argument --port: invalid int value: 'HOST_ADDR'
2026-01-30 12:07:16 | ERROR | stderr | usage: controller.py [-h] [--host HOST] [--port PORT]
2026-01-30 12:07:16 | ERROR | stderr |                      [--dispatch-method {lottery,shortest_queue}] [--ssl]
2026-01-30 12:07:16 | ERROR | stderr | controller.py: error: argument --port: invalid int value: '0.0.0.0'
2026-01-30 16:31:40 | ERROR | stderr | usage: controller.py [-h] [--host HOST] [--port PORT]
2026-01-30 16:31:40 | ERROR | stderr |                      [--dispatch-method {lottery,shortest_queue}] [--ssl]
2026-01-30 16:31:40 | ERROR | stderr | controller.py: error: argument --port: invalid int value: '0.0.0.0'
2026-01-30 16:36:45 | INFO | controller | args: Namespace(host='/scratch/msa6093/tts_logs/20260130_163642/serve.log', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-01-30 16:36:45 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m3544133[0m]
2026-01-30 16:36:45 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2026-01-30 16:36:45 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2026-01-30 16:36:45 | ERROR | stderr | [31mERROR[0m:    [Errno -2] Name or service not known
2026-01-30 16:36:45 | ERROR | stderr | [32mINFO[0m:     Waiting for application shutdown.
2026-01-30 16:36:45 | ERROR | stderr | [32mINFO[0m:     Application shutdown complete.
2026-01-30 16:38:59 | INFO | controller | args: Namespace(host='/scratch/msa6093/tts_logs/20260130_163856', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-01-30 16:38:59 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m3547290[0m]
2026-01-30 16:38:59 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2026-01-30 16:38:59 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2026-01-30 16:38:59 | ERROR | stderr | [31mERROR[0m:    [Errno -2] Name or service not known
2026-01-30 16:38:59 | ERROR | stderr | [32mINFO[0m:     Waiting for application shutdown.
2026-01-30 16:38:59 | ERROR | stderr | [32mINFO[0m:     Application shutdown complete.
2026-01-30 16:42:34 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-01-30 16:42:34 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m3550904[0m]
2026-01-30 16:42:34 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2026-01-30 16:42:34 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2026-01-30 16:42:34 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://0.0.0.0:10014[0m (Press CTRL+C to quit)
2026-01-30 16:54:05 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-01-30 16:54:05 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m3557106[0m]
2026-01-30 16:54:05 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2026-01-30 16:54:05 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2026-01-30 16:54:05 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://0.0.0.0:10014[0m (Press CTRL+C to quit)
2026-01-31 13:09:17 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-01-31 13:09:17 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m3815348[0m]
2026-01-31 13:09:17 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2026-01-31 13:09:17 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2026-01-31 13:09:17 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://0.0.0.0:10014[0m (Press CTRL+C to quit)
2026-01-31 13:17:21 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-01-31 13:17:21 | ERROR | stderr | INFO:     Started server process [3822127]
2026-01-31 13:17:21 | ERROR | stderr | INFO:     Waiting for application startup.
2026-01-31 13:17:21 | ERROR | stderr | INFO:     Application startup complete.
2026-01-31 13:17:21 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:10014 (Press CTRL+C to quit)
2026-01-31 13:17:28 | INFO | stdout | INFO:     127.0.0.1:43116 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:17:34 | INFO | controller | Register a new worker: http://0.0.0.0:10081
2026-01-31 13:17:34 | INFO | controller | Register done: http://0.0.0.0:10081, {'model_names': ['/scratch/msa6093/models/math-shepherd-mistral-7b-prm'], 'speed': 1, 'queue_length': 0}
2026-01-31 13:17:34 | INFO | stdout | INFO:     127.0.0.1:42618 - "POST /register_worker HTTP/1.1" 200 OK
2026-01-31 13:17:38 | INFO | stdout | INFO:     127.0.0.1:42622 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:17:48 | INFO | stdout | INFO:     127.0.0.1:59354 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:17:58 | INFO | controller | Register a new worker: http://0.0.0.0:10082
2026-01-31 13:17:58 | INFO | controller | Register done: http://0.0.0.0:10082, {'model_names': ['/scratch/msa6093/models/Qwen2.5-1.5B-Instruct'], 'speed': 1, 'queue_length': 0}
2026-01-31 13:17:58 | INFO | stdout | INFO:     127.0.0.1:39536 - "POST /register_worker HTTP/1.1" 200 OK
2026-01-31 13:17:58 | INFO | stdout | INFO:     127.0.0.1:39540 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:18:08 | INFO | stdout | INFO:     127.0.0.1:60694 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:18:18 | INFO | stdout | INFO:     127.0.0.1:47526 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:18:19 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-01-31 13:18:19 | INFO | stdout | INFO:     127.0.0.1:47534 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-01-31 13:18:28 | INFO | stdout | INFO:     127.0.0.1:60802 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:18:38 | INFO | stdout | INFO:     127.0.0.1:34494 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:18:43 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-01-31 13:18:43 | INFO | stdout | INFO:     127.0.0.1:49276 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-01-31 13:18:48 | INFO | stdout | INFO:     127.0.0.1:49288 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:18:58 | INFO | stdout | INFO:     127.0.0.1:56798 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:19:04 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-01-31 13:19:04 | INFO | stdout | INFO:     127.0.0.1:39692 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-01-31 13:19:08 | INFO | stdout | INFO:     127.0.0.1:39694 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:19:18 | INFO | stdout | INFO:     127.0.0.1:48936 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:19:28 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-01-31 13:19:28 | INFO | stdout | INFO:     127.0.0.1:35768 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-01-31 13:19:28 | INFO | stdout | INFO:     127.0.0.1:35784 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:19:38 | INFO | stdout | INFO:     127.0.0.1:33562 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:19:48 | INFO | stdout | INFO:     127.0.0.1:40370 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:19:49 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-01-31 13:19:49 | INFO | stdout | INFO:     127.0.0.1:40384 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-01-31 13:19:58 | INFO | stdout | INFO:     127.0.0.1:37508 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:20:08 | INFO | stdout | INFO:     127.0.0.1:52598 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:20:13 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-01-31 13:20:13 | INFO | stdout | INFO:     127.0.0.1:35440 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-01-31 13:20:18 | INFO | stdout | INFO:     127.0.0.1:35448 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:20:28 | INFO | stdout | INFO:     127.0.0.1:37484 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:20:34 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-01-31 13:20:34 | INFO | stdout | INFO:     127.0.0.1:36024 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-01-31 13:20:38 | INFO | stdout | INFO:     127.0.0.1:36036 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:20:48 | INFO | stdout | INFO:     127.0.0.1:37858 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:20:58 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-01-31 13:20:58 | INFO | stdout | INFO:     127.0.0.1:45688 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-01-31 13:20:58 | INFO | stdout | INFO:     127.0.0.1:45704 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:21:08 | INFO | stdout | INFO:     127.0.0.1:45052 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:21:18 | INFO | stdout | INFO:     127.0.0.1:35518 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:21:19 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-01-31 13:21:19 | INFO | stdout | INFO:     127.0.0.1:35530 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-01-31 13:21:28 | INFO | stdout | INFO:     127.0.0.1:56164 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:21:38 | INFO | stdout | INFO:     127.0.0.1:37238 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:21:43 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-01-31 13:21:43 | INFO | stdout | INFO:     127.0.0.1:46588 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-01-31 13:21:48 | INFO | stdout | INFO:     127.0.0.1:46596 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:21:58 | INFO | stdout | INFO:     127.0.0.1:59138 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:22:04 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-01-31 13:22:04 | INFO | stdout | INFO:     127.0.0.1:58238 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-01-31 13:22:08 | INFO | stdout | INFO:     127.0.0.1:58240 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:22:18 | INFO | stdout | INFO:     127.0.0.1:50370 - "GET /list_models HTTP/1.1" 405 Method Not Allowed
2026-01-31 13:22:28 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-01-31 13:22:28 | INFO | stdout | INFO:     127.0.0.1:33184 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-01-31 13:22:28 | ERROR | stderr | INFO:     Shutting down
2026-01-31 13:22:29 | ERROR | stderr | INFO:     Waiting for application shutdown.
2026-01-31 13:22:29 | ERROR | stderr | INFO:     Application shutdown complete.
2026-01-31 13:22:29 | ERROR | stderr | INFO:     Finished server process [3822127]
2026-01-31 13:30:14 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-01-31 13:30:14 | ERROR | stderr | INFO:     Started server process [3829833]
2026-01-31 13:30:14 | ERROR | stderr | INFO:     Waiting for application startup.
2026-01-31 13:30:14 | ERROR | stderr | INFO:     Application startup complete.
2026-01-31 13:30:14 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:10014 (Press CTRL+C to quit)
2026-01-31 13:30:20 | INFO | stdout | INFO:     127.0.0.1:41980 - "POST /list_models HTTP/1.1" 200 OK
2026-01-31 13:30:27 | INFO | controller | Register a new worker: http://0.0.0.0:10081
2026-01-31 13:30:27 | INFO | controller | Register done: http://0.0.0.0:10081, {'model_names': ['/scratch/msa6093/models/math-shepherd-mistral-7b-prm'], 'speed': 1, 'queue_length': 0}
2026-01-31 13:30:27 | INFO | stdout | INFO:     127.0.0.1:51460 - "POST /register_worker HTTP/1.1" 200 OK
2026-01-31 13:30:30 | INFO | stdout | INFO:     127.0.0.1:51466 - "POST /list_models HTTP/1.1" 200 OK
2026-01-31 13:30:40 | INFO | stdout | INFO:     127.0.0.1:42286 - "POST /list_models HTTP/1.1" 200 OK
2026-01-31 13:30:50 | INFO | controller | Register a new worker: http://0.0.0.0:10082
2026-01-31 13:30:50 | INFO | controller | Register done: http://0.0.0.0:10082, {'model_names': ['/scratch/msa6093/models/Qwen2.5-1.5B-Instruct'], 'speed': 1, 'queue_length': 0}
2026-01-31 13:30:50 | INFO | stdout | INFO:     127.0.0.1:60980 - "POST /register_worker HTTP/1.1" 200 OK
2026-01-31 13:30:50 | INFO | stdout | INFO:     127.0.0.1:60988 - "POST /list_models HTTP/1.1" 200 OK
2026-01-31 13:31:03 | ERROR | stderr | INFO:     Shutting down
2026-01-31 13:31:03 | ERROR | stderr | INFO:     Waiting for application shutdown.
2026-01-31 13:31:03 | ERROR | stderr | INFO:     Application shutdown complete.
2026-01-31 13:31:03 | ERROR | stderr | INFO:     Finished server process [3829833]
2026-01-31 14:22:19 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-01-31 14:22:19 | ERROR | stderr | INFO:     Started server process [3866925]
2026-01-31 14:22:19 | ERROR | stderr | INFO:     Waiting for application startup.
2026-01-31 14:22:19 | ERROR | stderr | INFO:     Application startup complete.
2026-01-31 14:22:19 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:10014 (Press CTRL+C to quit)
2026-01-31 14:22:26 | INFO | stdout | INFO:     127.0.0.1:44352 - "POST /list_models HTTP/1.1" 200 OK
2026-01-31 14:22:32 | INFO | controller | Register a new worker: http://0.0.0.0:10081
2026-01-31 14:22:32 | INFO | controller | Register done: http://0.0.0.0:10081, {'model_names': ['/scratch/msa6093/models/math-shepherd-mistral-7b-prm'], 'speed': 1, 'queue_length': 0}
2026-01-31 14:22:32 | INFO | stdout | INFO:     127.0.0.1:48248 - "POST /register_worker HTTP/1.1" 200 OK
2026-01-31 14:22:36 | INFO | stdout | INFO:     127.0.0.1:48264 - "POST /list_models HTTP/1.1" 200 OK
2026-01-31 14:22:46 | INFO | stdout | INFO:     127.0.0.1:49848 - "POST /list_models HTTP/1.1" 200 OK
2026-01-31 14:22:55 | INFO | controller | Register a new worker: http://0.0.0.0:10082
2026-01-31 14:22:55 | INFO | controller | Register done: http://0.0.0.0:10082, {'model_names': ['/scratch/msa6093/models/Qwen2.5-1.5B-Instruct'], 'speed': 1, 'queue_length': 0}
2026-01-31 14:22:55 | INFO | stdout | INFO:     127.0.0.1:44972 - "POST /register_worker HTTP/1.1" 200 OK
2026-01-31 14:22:56 | INFO | stdout | INFO:     127.0.0.1:44978 - "POST /list_models HTTP/1.1" 200 OK
2026-01-31 14:22:56 | ERROR | stderr | INFO:     Shutting down
2026-01-31 14:22:56 | ERROR | stderr | INFO:     Waiting for application shutdown.
2026-01-31 14:22:56 | ERROR | stderr | INFO:     Application shutdown complete.
2026-01-31 14:22:56 | ERROR | stderr | INFO:     Finished server process [3866925]
2026-02-01 09:25:50 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-02-01 09:25:50 | ERROR | stderr | INFO:     Started server process [4155155]
2026-02-01 09:25:50 | ERROR | stderr | INFO:     Waiting for application startup.
2026-02-01 09:25:50 | ERROR | stderr | INFO:     Application startup complete.
2026-02-01 09:25:50 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:10014 (Press CTRL+C to quit)
2026-02-01 09:25:56 | INFO | stdout | INFO:     127.0.0.1:34712 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:26:03 | INFO | controller | Register a new worker: http://0.0.0.0:10081
2026-02-01 09:26:03 | INFO | controller | Register done: http://0.0.0.0:10081, {'model_names': ['/scratch/msa6093/models/math-shepherd-mistral-7b-prm'], 'speed': 1, 'queue_length': 0}
2026-02-01 09:26:03 | INFO | stdout | INFO:     127.0.0.1:42844 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 09:26:06 | INFO | stdout | INFO:     127.0.0.1:42846 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:26:16 | INFO | stdout | INFO:     127.0.0.1:34322 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:26:26 | INFO | controller | Register a new worker: http://0.0.0.0:10082
2026-02-01 09:26:26 | INFO | controller | Register done: http://0.0.0.0:10082, {'model_names': ['/scratch/msa6093/models/Qwen2.5-1.5B-Instruct'], 'speed': 1, 'queue_length': 0}
2026-02-01 09:26:26 | INFO | stdout | INFO:     127.0.0.1:37028 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 09:26:26 | INFO | stdout | INFO:     127.0.0.1:37038 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:26:26 | ERROR | stderr | INFO:     Shutting down
2026-02-01 09:26:26 | ERROR | stderr | INFO:     Waiting for application shutdown.
2026-02-01 09:26:26 | ERROR | stderr | INFO:     Application shutdown complete.
2026-02-01 09:26:26 | ERROR | stderr | INFO:     Finished server process [4155155]
2026-02-01 09:40:13 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-02-01 09:40:13 | ERROR | stderr | INFO:     Started server process [4163191]
2026-02-01 09:40:13 | ERROR | stderr | INFO:     Waiting for application startup.
2026-02-01 09:40:13 | ERROR | stderr | INFO:     Application startup complete.
2026-02-01 09:40:13 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:10014 (Press CTRL+C to quit)
2026-02-01 09:40:20 | INFO | stdout | INFO:     127.0.0.1:59346 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:40:26 | INFO | controller | Register a new worker: http://0.0.0.0:10081
2026-02-01 09:40:26 | INFO | controller | Register done: http://0.0.0.0:10081, {'model_names': ['/scratch/msa6093/models/math-shepherd-mistral-7b-prm'], 'speed': 1, 'queue_length': 0}
2026-02-01 09:40:26 | INFO | stdout | INFO:     127.0.0.1:37892 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 09:40:30 | INFO | stdout | INFO:     127.0.0.1:37900 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:40:40 | INFO | stdout | INFO:     127.0.0.1:57904 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:40:49 | INFO | controller | Register a new worker: http://0.0.0.0:10082
2026-02-01 09:40:49 | INFO | controller | Register done: http://0.0.0.0:10082, {'model_names': ['/scratch/msa6093/models/Qwen2.5-1.5B-Instruct'], 'speed': 1, 'queue_length': 0}
2026-02-01 09:40:49 | INFO | stdout | INFO:     127.0.0.1:59088 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 09:40:50 | INFO | stdout | INFO:     127.0.0.1:59092 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:40:50 | ERROR | stderr | INFO:     Shutting down
2026-02-01 09:40:50 | ERROR | stderr | INFO:     Waiting for application shutdown.
2026-02-01 09:40:50 | ERROR | stderr | INFO:     Application shutdown complete.
2026-02-01 09:40:50 | ERROR | stderr | INFO:     Finished server process [4163191]
2026-02-01 09:45:30 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-02-01 09:45:30 | ERROR | stderr | INFO:     Started server process [4184082]
2026-02-01 09:45:30 | ERROR | stderr | INFO:     Waiting for application startup.
2026-02-01 09:45:30 | ERROR | stderr | INFO:     Application startup complete.
2026-02-01 09:45:30 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:10014 (Press CTRL+C to quit)
2026-02-01 09:45:37 | INFO | stdout | INFO:     127.0.0.1:36600 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:45:43 | INFO | controller | Register a new worker: http://0.0.0.0:10081
2026-02-01 09:45:43 | INFO | controller | Register done: http://0.0.0.0:10081, {'model_names': ['/scratch/msa6093/models/math-shepherd-mistral-7b-prm'], 'speed': 1, 'queue_length': 0}
2026-02-01 09:45:43 | INFO | stdout | INFO:     127.0.0.1:58766 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 09:45:47 | INFO | stdout | INFO:     127.0.0.1:58770 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:45:57 | INFO | stdout | INFO:     127.0.0.1:37560 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:46:07 | INFO | stdout | INFO:     127.0.0.1:35050 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:46:07 | INFO | controller | Register a new worker: http://0.0.0.0:10082
2026-02-01 09:46:07 | INFO | controller | Register done: http://0.0.0.0:10082, {'model_names': ['/scratch/msa6093/models/Qwen2.5-1.5B-Instruct'], 'speed': 1, 'queue_length': 0}
2026-02-01 09:46:07 | INFO | stdout | INFO:     127.0.0.1:35058 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 09:46:17 | INFO | stdout | INFO:     127.0.0.1:47890 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:46:28 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 09:46:28 | INFO | stdout | INFO:     127.0.0.1:59284 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 09:46:52 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 09:46:52 | INFO | stdout | INFO:     127.0.0.1:37372 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 09:47:13 | ERROR | stderr | INFO:     Shutting down
2026-02-01 09:47:13 | ERROR | stderr | INFO:     Waiting for application shutdown.
2026-02-01 09:47:13 | ERROR | stderr | INFO:     Application shutdown complete.
2026-02-01 09:47:13 | ERROR | stderr | INFO:     Finished server process [4184082]
2026-02-01 09:50:44 | INFO | controller | args: Namespace(host='0.0.0.0', port=10014, dispatch_method='shortest_queue', ssl=False)
2026-02-01 09:50:44 | ERROR | stderr | INFO:     Started server process [6616]
2026-02-01 09:50:44 | ERROR | stderr | INFO:     Waiting for application startup.
2026-02-01 09:50:44 | ERROR | stderr | INFO:     Application startup complete.
2026-02-01 09:50:44 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:10014 (Press CTRL+C to quit)
2026-02-01 09:50:51 | INFO | stdout | INFO:     127.0.0.1:41436 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:50:57 | INFO | controller | Register a new worker: http://0.0.0.0:10081
2026-02-01 09:50:57 | INFO | controller | Register done: http://0.0.0.0:10081, {'model_names': ['/scratch/msa6093/models/math-shepherd-mistral-7b-prm'], 'speed': 1, 'queue_length': 0}
2026-02-01 09:50:57 | INFO | stdout | INFO:     127.0.0.1:41452 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 09:51:01 | INFO | stdout | INFO:     127.0.0.1:53578 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:51:11 | INFO | stdout | INFO:     127.0.0.1:60476 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:51:21 | INFO | controller | Register a new worker: http://0.0.0.0:10082
2026-02-01 09:51:21 | INFO | controller | Register done: http://0.0.0.0:10082, {'model_names': ['/scratch/msa6093/models/Qwen2.5-1.5B-Instruct'], 'speed': 1, 'queue_length': 0}
2026-02-01 09:51:21 | INFO | stdout | INFO:     127.0.0.1:60478 - "POST /register_worker HTTP/1.1" 200 OK
2026-02-01 09:51:21 | INFO | stdout | INFO:     127.0.0.1:50066 - "POST /list_models HTTP/1.1" 200 OK
2026-02-01 09:51:42 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 09:51:42 | INFO | stdout | INFO:     127.0.0.1:39310 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 09:52:06 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 09:52:06 | INFO | stdout | INFO:     127.0.0.1:47634 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 09:52:28 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 09:52:28 | INFO | stdout | INFO:     127.0.0.1:39670 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 09:52:51 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 09:52:51 | INFO | stdout | INFO:     127.0.0.1:34988 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 09:53:13 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 09:53:13 | INFO | stdout | INFO:     127.0.0.1:52892 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 09:53:36 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 09:53:36 | INFO | stdout | INFO:     127.0.0.1:38050 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 09:53:58 | INFO | controller | Receive heart beat. http://0.0.0.0:10081
2026-02-01 09:53:58 | INFO | stdout | INFO:     127.0.0.1:37584 - "POST /receive_heart_beat HTTP/1.1" 200 OK
2026-02-01 09:54:21 | INFO | controller | Receive heart beat. http://0.0.0.0:10082
2026-02-01 09:54:21 | INFO | stdout | INFO:     127.0.0.1:54292 - "POST /receive_heart_beat HTTP/1.1" 200 OK
